api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description
runtime,Memory Management,memory_and_addressing,31,cudaMemRangeGetAttributes,"__host__ ​ cudaError_t cudaMemRangeGetAttributes ( void** data , size_t* dataSizes , cudaMemRangeAttribute * attributes , size_t numAttributes , const void* devPtr , size_t count )",Query attributes of a given memory range.
runtime,Memory Management,memory_and_addressing,32,cudaMemcpy,"__host__ ​ cudaError_t cudaMemcpy ( void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,33,cudaMemcpy2D,"__host__ ​ cudaError_t cudaMemcpy2D ( void* dst , size_t dpitch , const void* src , size_t spitch , size_t width , size_t height , cudaMemcpyKind kind )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,34,cudaMemcpy2DArrayToArray,"__host__ ​ cudaError_t cudaMemcpy2DArrayToArray ( cudaArray_t dst , size_t wOffsetDst , size_t hOffsetDst , cudaArray_const_t src , size_t wOffsetSrc , size_t hOffsetSrc , size_t width , size_t height , cudaMemcpyKind kind = cudaMemcpyDeviceToDevice )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,35,cudaMemcpy2DAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemcpy2DAsync ( void* dst , size_t dpitch , const void* src , size_t spitch , size_t width , size_t height , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,36,cudaMemcpy2DFromArray,"__host__ ​ cudaError_t cudaMemcpy2DFromArray ( void* dst , size_t dpitch , cudaArray_const_t src , size_t wOffset , size_t hOffset , size_t width , size_t height , cudaMemcpyKind kind )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,37,cudaMemcpy2DFromArrayAsync,"__host__ ​ cudaError_t cudaMemcpy2DFromArrayAsync ( void* dst , size_t dpitch , cudaArray_const_t src , size_t wOffset , size_t hOffset , size_t width , size_t height , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,38,cudaMemcpy2DToArray,"__host__ ​ cudaError_t cudaMemcpy2DToArray ( cudaArray_t dst , size_t wOffset , size_t hOffset , const void* src , size_t spitch , size_t width , size_t height , cudaMemcpyKind kind )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,39,cudaMemcpy2DToArrayAsync,"__host__ ​ cudaError_t cudaMemcpy2DToArrayAsync ( cudaArray_t dst , size_t wOffset , size_t hOffset , const void* src , size_t spitch , size_t width , size_t height , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,40,cudaMemcpy3D,__host__ ​ cudaError_t cudaMemcpy3D ( const cudaMemcpy3DParms * p ),Copies data between 3D objects.
runtime,Memory Management,memory_and_addressing,41,cudaMemcpy3DAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemcpy3DAsync ( const cudaMemcpy3DParms * p , cudaStream_t stream = 0 )",Copies data between 3D objects.
runtime,Memory Management,memory_and_addressing,42,cudaMemcpy3DPeer,__host__ ​ cudaError_t cudaMemcpy3DPeer ( const cudaMemcpy3DPeerParms * p ),Copies memory between devices.
runtime,Memory Management,memory_and_addressing,43,cudaMemcpy3DPeerAsync,"__host__ ​ cudaError_t cudaMemcpy3DPeerAsync ( const cudaMemcpy3DPeerParms * p , cudaStream_t stream = 0 )",Copies memory between devices asynchronously.
runtime,Memory Management,memory_and_addressing,44,cudaMemcpyAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemcpyAsync ( void* dst , const void* src , size_t count , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data between host and device.
runtime,Memory Management,memory_and_addressing,45,cudaMemcpyFromSymbol,"__host__ ​ cudaError_t cudaMemcpyFromSymbol ( void* dst , const void* symbol , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyDeviceToHost )",Copies data from the given symbol on the device.
runtime,Memory Management,memory_and_addressing,46,cudaMemcpyFromSymbolAsync,"__host__ ​ cudaError_t cudaMemcpyFromSymbolAsync ( void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data from the given symbol on the device.
runtime,Memory Management,memory_and_addressing,47,cudaMemcpyPeer,"__host__ ​ cudaError_t cudaMemcpyPeer ( void* dst , int dstDevice , const void* src , int srcDevice , size_t count )",Copies memory between two devices.
runtime,Memory Management,memory_and_addressing,48,cudaMemcpyPeerAsync,"__host__ ​ cudaError_t cudaMemcpyPeerAsync ( void* dst , int dstDevice , const void* src , int srcDevice , size_t count , cudaStream_t stream = 0 )",Copies memory between two devices asynchronously.
runtime,Memory Management,memory_and_addressing,49,cudaMemcpyToSymbol,"__host__ ​ cudaError_t cudaMemcpyToSymbol ( const void* symbol , const void* src , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyHostToDevice )",Copies data to the given symbol on the device.
runtime,Memory Management,memory_and_addressing,50,cudaMemcpyToSymbolAsync,"__host__ ​ cudaError_t cudaMemcpyToSymbolAsync ( const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind , cudaStream_t stream = 0 )",Copies data to the given symbol on the device.
runtime,Memory Management,memory_and_addressing,51,cudaMemset,"__host__ ​ cudaError_t cudaMemset ( void* devPtr , int value , size_t count )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,52,cudaMemset2D,"__host__ ​ cudaError_t cudaMemset2D ( void* devPtr , size_t pitch , int value , size_t width , size_t height )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,53,cudaMemset2DAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemset2DAsync ( void* devPtr , size_t pitch , int value , size_t width , size_t height , cudaStream_t stream = 0 )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,54,cudaMemset3D,"__host__ ​ cudaError_t cudaMemset3D ( cudaPitchedPtr pitchedDevPtr , int value , cudaExtent extent )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,55,cudaMemset3DAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemset3DAsync ( cudaPitchedPtr pitchedDevPtr , int value , cudaExtent extent , cudaStream_t stream = 0 )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,56,cudaMemsetAsync,"__host__ ​ __device__ ​ cudaError_t cudaMemsetAsync ( void* devPtr , int value , size_t count , cudaStream_t stream = 0 )",Initializes or sets device memory to a value.
runtime,Memory Management,memory_and_addressing,57,cudaMipmappedArrayGetMemoryRequirements,"__host__ ​ cudaError_t cudaMipmappedArrayGetMemoryRequirements ( cudaArrayMemoryRequirements * memoryRequirements , cudaMipmappedArray_t mipmap , int device )",Returns the memory requirements of a CUDA mipmapped array.
runtime,Memory Management,memory_and_addressing,58,cudaMipmappedArrayGetSparseProperties,"__host__ ​ cudaError_t cudaMipmappedArrayGetSparseProperties ( cudaArraySparseProperties * sparseProperties , cudaMipmappedArray_t mipmap )",Returns the layout properties of a sparse CUDA mipmapped array.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,1,cudaFreeAsync,"__host__ ​ cudaError_t cudaFreeAsync ( void* devPtr , cudaStream_t hStream )",Frees memory with stream ordered semantics.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,2,cudaMallocAsync,"__host__ ​ cudaError_t cudaMallocAsync ( void** devPtr , size_t size , cudaStream_t hStream )",Allocates memory with stream ordered semantics.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,3,cudaMallocFromPoolAsync,"__host__ ​ cudaError_t cudaMallocFromPoolAsync ( void** ptr , size_t size , cudaMemPool_t memPool , cudaStream_t stream )",Allocates memory from a specified pool with stream ordered semantics.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,4,cudaMemPoolCreate,"__host__ ​ cudaError_t cudaMemPoolCreate ( cudaMemPool_t * memPool , const cudaMemPoolProps * poolProps )",Creates a memory pool.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,5,cudaMemPoolDestroy,__host__ ​ cudaError_t cudaMemPoolDestroy ( cudaMemPool_t memPool ),Destroys the specified memory pool.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,6,cudaMemPoolExportPointer,"__host__ ​ cudaError_t cudaMemPoolExportPointer ( cudaMemPoolPtrExportData * exportData , void* ptr )",Export data to share a memory pool allocation between processes.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,7,cudaMemPoolExportToShareableHandle,"__host__ ​ cudaError_t cudaMemPoolExportToShareableHandle ( void* shareableHandle , cudaMemPool_t memPool , cudaMemAllocationHandleType handleType , unsigned int flags )",Exports a memory pool to the requested handle type.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,8,cudaMemPoolGetAccess,"__host__ ​ cudaError_t cudaMemPoolGetAccess ( cudaMemAccessFlags * flags , cudaMemPool_t memPool , cudaMemLocation * location )",Returns the accessibility of a pool from a device.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,9,cudaMemPoolGetAttribute,"__host__ ​ cudaError_t cudaMemPoolGetAttribute ( cudaMemPool_t memPool , cudaMemPoolAttr attr , void* value )",Gets attributes of a memory pool.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,10,cudaMemPoolImportFromShareableHandle,"__host__ ​ cudaError_t cudaMemPoolImportFromShareableHandle ( cudaMemPool_t * memPool , void* shareableHandle , cudaMemAllocationHandleType handleType , unsigned int flags )",imports a memory pool from a shared handle.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,11,cudaMemPoolImportPointer,"__host__ ​ cudaError_t cudaMemPoolImportPointer ( void** ptr , cudaMemPool_t memPool , cudaMemPoolPtrExportData * exportData )",Import a memory pool allocation from another process.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,12,cudaMemPoolSetAccess,"__host__ ​ cudaError_t cudaMemPoolSetAccess ( cudaMemPool_t memPool , const cudaMemAccessDesc * descList , size_t count )",Controls visibility of pools between devices.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,13,cudaMemPoolSetAttribute,"__host__ ​ cudaError_t cudaMemPoolSetAttribute ( cudaMemPool_t memPool , cudaMemPoolAttr attr , void* value )",Sets attributes of a memory pool.
runtime,Stream Ordered Memory Allocator,memory_and_addressing,14,cudaMemPoolTrimTo,"__host__ ​ cudaError_t cudaMemPoolTrimTo ( cudaMemPool_t memPool , size_t minBytesToKeep )",Tries to release memory back to the OS.
runtime,Unified Addressing,memory_and_addressing,1,cudaPointerGetAttributes,"__host__ ​ cudaError_t cudaPointerGetAttributes ( cudaPointerAttributes * attributes , const void* ptr )",Returns attributes about a specified pointer.
runtime,Peer Device Memory Access,device_and_context,1,cudaDeviceCanAccessPeer,"__host__ ​ cudaError_t cudaDeviceCanAccessPeer ( int* canAccessPeer , int device , int peerDevice )",Queries if a device may directly access a peer device's memory.
runtime,Peer Device Memory Access,device_and_context,2,cudaDeviceDisablePeerAccess,__host__ ​ cudaError_t cudaDeviceDisablePeerAccess ( int peerDevice ),Disables direct access to memory allocations on a peer device.
runtime,Peer Device Memory Access,device_and_context,3,cudaDeviceEnablePeerAccess,"__host__ ​ cudaError_t cudaDeviceEnablePeerAccess ( int peerDevice , unsigned int flags )",Enables direct access to memory allocations on a peer device.
runtime,OpenGL Interoperability,graphics_external_interop,1,cudaGLGetDevices,"__host__ ​ cudaError_t cudaGLGetDevices ( unsigned int* pCudaDeviceCount , int* pCudaDevices , unsigned int cudaDeviceCount , cudaGLDeviceList deviceList )",Gets the CUDA devices associated with the current OpenGL context.
runtime,OpenGL Interoperability,graphics_external_interop,2,cudaGraphicsGLRegisterBuffer,"__host__ ​ cudaError_t cudaGraphicsGLRegisterBuffer ( cudaGraphicsResource** resource , GLuint buffer , unsigned int flags )",Registers an OpenGL buffer object.
runtime,OpenGL Interoperability,graphics_external_interop,3,cudaGraphicsGLRegisterImage,"__host__ ​ cudaError_t cudaGraphicsGLRegisterImage ( cudaGraphicsResource** resource , GLuint image , GLenum target , unsigned int flags )",Register an OpenGL texture or renderbuffer object.
runtime,OpenGL Interoperability,graphics_external_interop,4,cudaWGLGetDevice,"__host__ ​ cudaError_t cudaWGLGetDevice ( int* device , HGPUNV hGpu )",Gets the CUDA device associated with hGpu.
runtime,Direct3D 9 Interoperability,graphics_external_interop,1,cudaD3D9GetDevice,"__host__ ​ cudaError_t cudaD3D9GetDevice ( int* device , const char* pszAdapterName )",Gets the device number for an adapter.
runtime,Direct3D 9 Interoperability,graphics_external_interop,2,cudaD3D9GetDevices,"__host__ ​ cudaError_t cudaD3D9GetDevices ( unsigned int* pCudaDeviceCount , int* pCudaDevices , unsigned int cudaDeviceCount , IDirect3DDevice9* pD3D9Device , cudaD3D9DeviceList deviceList )",Gets the CUDA devices corresponding to a Direct3D 9 device.
runtime,Direct3D 9 Interoperability,graphics_external_interop,3,cudaD3D9GetDirect3DDevice,__host__ ​ cudaError_t cudaD3D9GetDirect3DDevice ( IDirect3DDevice9** ppD3D9Device ),Gets the Direct3D device against which the current CUDA context was created.
runtime,Direct3D 9 Interoperability,graphics_external_interop,4,cudaD3D9SetDirect3DDevice,"__host__ ​ cudaError_t cudaD3D9SetDirect3DDevice ( IDirect3DDevice9* pD3D9Device , int device = -1 )",Sets the Direct3D 9 device to use for interoperability with a CUDA device.
runtime,Direct3D 9 Interoperability,graphics_external_interop,5,cudaGraphicsD3D9RegisterResource,"__host__ ​ cudaError_t cudaGraphicsD3D9RegisterResource ( cudaGraphicsResource** resource , IDirect3DResource9* pD3DResource , unsigned int flags )",Register a Direct3D 9 resource for access by CUDA.
